3735871  19 0 2501.34783 0.18439 0.18775 2.08816 0.12694 0.15556  1.62740 0.39803 0.41645 > 6.
3735871  19 1 2558.72773 0.18730 0.20006                                                  > 6.
3735871  19 2 2612.33127 0.91362 0.63949                                                  > 6.
3735871  20 0 2624.25868 0.14981 0.16836 2.03097 0.13200 0.13506  1.59584 0.34742 0.38071 > 6.
3735871  20 1 2682.00191 0.15590 0.16562                                                  > 6.
3735871  20 2 2736.76074 0.67476 0.59361                                                  > 6.
3735871  21 0 2747.07531 0.13823 0.14630 2.53249 0.09975 0.13925  1.83455 0.24004 0.41923 > 6.
3735871  21 1 2805.33499 0.15802 0.16962                                                  > 6.
3735871  21 2 2859.46366 0.32442 0.31099                                                  > 6.
3735871  22 0 2870.61900 0.14807 0.14991 2.65321 0.09186 0.17501  1.99587 0.38037 0.43580 > 6.
3735871  22 1 2927.60667 0.17333 0.16834                                                  > 6.
3735871  22 2 2982.03317 0.30968 0.29980                                                  > 6.
3735871  23 0 2992.84139 0.20058 0.20219 2.55811 0.13066 0.12109  2.32288 0.31906 0.47916 > 6.
3735871  23 1 3051.08414 0.23606 0.25348                                                  > 6.
3735871  23 2 3105.74736 0.61009 0.67626                                                  > 6.
3735871  24 0 3116.80620 0.30281 0.30217 2.08600 0.13106 0.15483  2.99858 0.64100 0.64440 > 6.
3735871  24 1 3174.80547 0.33937 0.35525                                                  > 6.
